1.000000000000000082e-05 1.364495319198545431e+01
1.059560179277617057e-05 1.442840301713056306e+01
1.122667773510813544e-05 1.525683229392155660e+01
1.189534067370320835e-05 1.613282689596525543e+01
1.260382929679727389e-05 1.705911761559040940e+01
1.335451562929900141e-05 1.803859199804391977e+01
1.414991297434575937e-05 1.907430338104515144e+01
1.499268432786047117e-05 2.016948048974027330e+01
1.588565129428052877e-05 2.132753742467238212e+01
1.683180353330958413e-05 2.255208428669032372e+01
1.783430876931909215e-05 2.384693835965671127e+01
1.889652339691211472e-05 2.521613588752810031e+01
2.002200371815584479e-05 2.666394475846820811e+01
2.121451784910631934e-05 2.819487781903006507e+01
2.247805833548725246e-05 2.981370693542087125e+01
2.381685551976160786e-05 3.152547786456714007e+01
2.523539170434765982e-05 3.333552595929819518e+01
2.673841615839949297e-05 3.524949278175210310e+01
2.833096101839323942e-05 3.727334352782330029e+01
3.001835813575592089e-05 3.941338538915989886e+01
3.180625692794118915e-05 4.167628739723345888e+01
3.370064329271931777e-05 4.406910120806441000e+01
3.570785964900462521e-05 4.659928283311141683e+01
3.783462617131932846e-05 4.927471555097954337e+01
4.008806328898464845e-05 5.210373471416568947e+01
4.247571552536902605e-05 5.509515369739220603e+01
4.500557675700497562e-05 5.825829081557561295e+01
4.768611697714474431e-05 6.160299769042433837e+01
5.052631065335679548e-05 6.513969047234090226e+01
5.353566677410729675e-05 6.887938223582671071e+01
5.672426068491977794e-05 7.283371624219357443e+01
6.010276782070387642e-05 7.701500102251280566e+01
6.368249944718585675e-05 8.143624965749383193e+01
6.747544053110699554e-05 8.611122016368156551e+01
7.149428986597576249e-05 9.105445608957818138e+01
7.575250258771920673e-05 9.628132944488403666e+01
8.026433522257173624e-05 1.018080905439680492e+02
8.504489341802686365e-05 1.076519182841139894e+02
9.011018251665017960e-05 1.138309691589419401e+02
9.547716114208065730e-05 1.203644294531234493e+02
1.011637979766207013e-04 1.272725786502395096e+02
1.071891319205128638e-04 1.345768518121305988e+02
1.135733358343105206e-04 1.422998971174337441e+02
1.203377840777590556e-04 1.504656381671661620e+02
1.275051240713012809e-04 1.590993556505766549e+02
1.350993521198027864e-04 1.682277643715141835e+02
1.431458937523478591e-04 1.778790779561087163e+02
1.516716888470924095e-04 1.880830815466687227e+02
1.607052818261638333e-04 1.988712381755438514e+02
1.702769172225901374e-04 2.102767830694519375e+02
1.804186409392071779e-04 2.223347902694790434e+02
1.911644075385703697e-04 2.350822541267540942e+02
2.025501939230666413e-04 2.485582303187555056e+02
2.146141197858405776e-04 2.628039497232628037e+02
2.273965752357927448e-04 2.778628745847834125e+02
2.409403560239526765e-04 2.937807842122220450e+02
2.552908068239516468e-04 3.106059653772154547e+02
2.704959730463137079e-04 3.283893466671418651e+02
2.866067616948250111e-04 3.471845186699458168e+02
3.036771118035460487e-04 3.670478141031726409e+02
3.217641750250735269e-04 3.880385695692688159e+02
3.409285069746814732e-04 4.102192780910978627e+02
3.612342699709430527e-04 4.336555284197818878e+02
3.827494478516315301e-04 4.584160634277943700e+02
4.055460735840827930e-04 4.845731423890626388e+02
4.297004704320843828e-04 5.122027031224414486e+02
4.552935074866947636e-04 5.413841490660207683e+02
4.824108704165373600e-04 5.722003622279225965e+02
5.111433483440165366e-04 6.047382004912446973e+02
5.415871378079476200e-04 6.390886514022165557e+02
5.738441648302393047e-04 6.753463939900689184e+02
6.080224261649426910e-04 7.136097455921113806e+02
6.442363508721370797e-04 7.539813041213724318e+02
6.826071834272392233e-04 7.965680601009773909e+02
7.232633896483533272e-04 8.414806069635807262e+02
7.663410868007461971e-04 8.888329843626960383e+02
8.119844993184008319e-04 9.387434884274661044e+02
8.603464416684509499e-04 9.913347030352746287e+02
9.115888299750818944e-04 1.046732466775580178e+03
9.658832241158708896e-04 1.105065633201034643e+03
1.023411402105453864e-03 1.166466859085217038e+03
1.084365968689610842e-03 1.231072414821719576e+03
1.148951000187309855e-03 1.299019225272497124e+03
1.217382727739662078e-03 1.370444206970251344e+03
1.289890261253309484e-03 1.445486130159683398e+03
1.366716356462007289e-03 1.524285200906675527e+03
1.448118227674534582e-03 1.606980101565533005e+03
1.534368408930013262e-03 1.693707201419611010e+03
1.625755666443795110e-03 1.784601792871563703e+03
1.722585965398787389e-03 1.879797047521717332e+03
1.825183494319044218e-03 1.979416436440548978e+03
1.933891750455232110e-03 2.083572389867095353e+03
2.049074689815848227e-03 2.192369906785221701e+03
2.171117945694505096e-03 2.305905012681120297e+03
2.300430119772919023e-03 2.424257139488177927e+03
2.437444150122221927e-03 2.547487560439188655e+03
2.582618760682677504e-03 2.675641884081468561e+03
2.736439997074671757e-03 2.808747755050750584e+03
2.899422853882878057e-03 2.946804683160752120e+03
3.072112998861759037e-03 3.089782403890589194e+03
3.255088599835059826e-03 3.237624064944855490e+03
3.448962260405759751e-03 3.390243318644002102e+03
3.654383070957258062e-03 3.547511849391582473e+03
3.872038781812556923e-03 3.709258132260167713e+03
4.102658105827194576e-03 3.875271532183008276e+03
4.347013158125026359e-03 4.045298941558425213e+03
4.605922041145108295e-03 4.219027814459075671e+03
4.880251583654433324e-03 4.396086576179646727e+03
5.170920242896760721e-03 4.576051905950982473e+03
5.478901179593945181e-03 4.758444719339399853e+03
5.805225516094901853e-03 4.942699377394864314e+03
6.150985788580504154e-03 5.128169569902202966e+03
6.517339604882426730e-03 5.314145880771100565e+03
6.905513520162331019e-03 5.499850507721170288e+03
7.316807143427199629e-03 5.684376222830101142e+03
7.752597488629464108e-03 5.866706521478334253e+03
8.214343584919429550e-03 6.045755723209252210e+03
8.703591361485166558e-03 6.220364408479805206e+03
9.221978823334331735e-03 6.389209359737955310e+03
9.771241535346501458e-03 6.550846777319547073e+03
1.035321843295662625e-02 6.703779490281758626e+03
1.096985797892384082e-02 6.846453767436020826e+03
1.162322468679852921e-02 6.977118817110327655e+03
1.231550603292826118e-02 7.093915478885415723e+03
1.304901978014402948e-02 7.194991246116987895e+03
1.382622173764656327e-02 7.278509545304060339e+03
1.464971398307286267e-02 7.342510143814432922e+03
1.552225357427047987e-02 7.385037646635732926e+03
1.644676177994664271e-02 7.404283379104230335e+03
1.742633386009650662e-02 7.398619326846004697e+03
1.846424942895544263e-02 7.366538272048246654e+03
1.956398343517064958e-02 7.306772509539433486e+03
2.072921779595372077e-02 7.218406312325968429e+03
2.196385372416546911e-02 7.100980375864835878e+03
2.327202478960409618e-02 6.954880819984354275e+03
2.465811075822603796e-02 6.781099604735933099e+03
2.612675225563329193e-02 6.581036854127202787e+03
2.768286630392066683e-02 6.356753248009456001e+03
2.933166278390045290e-02 6.112440255257114586e+03
3.107866187782013997e-02 5.852997816952794892e+03
3.292971255097151134e-02 5.583068830410343253e+03
3.489101213406773511e-02 5.307397664156751489e+03
3.696912707195028347e-02 5.032926471131736434e+03
3.917101490809260511e-02 4.766475269362374092e+03
4.150404757850476717e-02 4.513564005804741100e+03
4.397603609302721400e-02 4.278519102051126538e+03
4.659525668664682430e-02 4.064627170593166284e+03
4.937047852839003548e-02 3.874228304561912410e+03
5.231099308056263303e-02 3.706519216738877276e+03
5.542664520663106997e-02 3.558025276688833401e+03
5.872786613189483196e-02 3.422434849393554487e+03
6.222570836730231120e-02 3.291005209151785948e+03
6.593188271333548511e-02 3.153411809408055433e+03
6.985879746785249311e-02 2.999624612618367792e+03
7.401959996915644102e-02 2.822378491340517030e+03
7.842822061337681450e-02 2.619903477929982273e+03
8.309941949353395751e-02 2.397786292364267410e+03
8.804883581643464796e-02 2.168915249667850730e+03
9.329304026284686302e-02 1.950765169343599155e+03
9.884959046625586832e-02 1.760484280337108430e+03
1.047370897959450792e-01 1.609270344558557554e+03
1.109752496412072104e-01 1.498100897796575509e+03
1.175849554052158102e-01 1.416077496762608689e+03
1.245883364295008178e-01 1.342772894196587231e+03
1.320088400831419539e-01 1.256050538412873721e+03
1.398713102647238526e-01 1.144416427078550896e+03
1.482020705798860194e-01 1.015883373201955806e+03
1.570290124729377401e-01 8.935596263535351227e+02
1.663816886076130708e-01 7.991439150463938859e+02
1.762914118095947891e-01 7.367144795888335693e+02
1.867913599020784576e-01 6.898476630456740395e+02
1.979166867853557332e-01 6.347432241488027103e+02
2.097046401323234832e-01 5.639090897707245631e+02
2.221946860939523760e-01 4.942541502255818955e+02
2.354286414322420140e-01 4.429696941070878324e+02
2.494508135230316670e-01 4.072303351662012574e+02
2.643081486974108163e-01 3.699441967240911140e+02
2.800503894183630771e-01 3.264055822511381848e+02
2.967302408188872698e-01 2.889890349199787352e+02
3.144035471591500319e-01 2.615421530518011650e+02
3.331294787934677148e-01 2.346426215268474778e+02
3.529707302730650254e-01 2.070663497342991093e+02
3.739937302478801850e-01 1.847590705908706354e+02
3.962688638701478139e-01 1.651116101581075952e+02
4.198707084443914495e-01 1.460002694213418692e+02
4.448782831127585102e-01 1.297468756021793297e+02
4.713753134116728805e-01 1.151099994878873076e+02
4.994505115855140120e-01 1.017747354758612630e+02
5.291978735958446922e-01 9.013971324858090384e+01
